ag;name
10;СКЛАД ПЕНООБРАЗОВАТЕЛЯ
3;Комплект мобильного терминала МТМ800
10;Пункт ремонта и подготовки цистерн
5;Датчик Метран-100-ДД-1422-02МПЗ-Т10-0.25-40кПа
4;К ЦЕНТРОБЕЖНЫМ НАСОСАМ
12;Шкаф управления ШУ-1-30
12;Насос ВНД 25/50 3414 13 11кВт (поз. Н-9)
3;ПРЕОБРАЗОВАТЕЛЬ ДАВЛЕНИЯ PMP71-1AA1KL1
2;Принтер HP LaserJet Enterprise 700 M712dn (CF236A)
3;Модуль 5H152-50
8;Перевод стрелочный №117 марки 1/9 рельсы Р-43
5;Холодильный шкаф ШХН-1.4
5;Прибор Сапфир 22 МДД
1;Станок СРН-05м
7;Трансформаторная подстанция КТПН 863-1
8;Ограждение территории (титул 8111-д)
8;КОНДЕНСАТОРНАЯ УСТАНОВКА
11;НАСОС ТЕХНОЛОГ. № 18Б / 2
10;емкость Е-210
6;Колонна тарельчатая отпарная технолог.41/2
12;Чешский самописец TZ-4620
8;Здание контрольно-регулировочного пункта
4;Мультиметр М838
5;Патрон регенеративный РП-100 к.1003 убежище
3;Системный блок Pentium-III 700
4;регулир. клапан Ду 25 6к 3780-2 (150532а), труб-д,
8;Ж/д путь №25 выставочный 67.31 п.м.
10;Компрессорная станция №1
5;Датчик диф. давления Yokogawa EJA110A-DMS2A-67DC/K
8;Перевод стрелочный №114 марки 1/9 из рельсов Р-43
10;Кабельная эстакада 738
11;Хроматограф ЛХМ-8МД мод.-3
4;КРАН НКШ-В10 А ДУ500 РУ16 AUMA С КОФ1
3;Прибор ИВГ-1 МК-С с преобр. ИПВТ-08-01
7;Сети внутриплощадочные хозфекальной кана
8;ТРАСФОРМАТОР
6;Сети электрические. КТП 2х400 (УДС)
1;Газосепаратор инв. № 6056
6;Конденсатор возд.Т 340
6;ТРАНСФОРМАТОР ТСЗЛ-100/10 У3
5;ЕМКОСТЬ
3;Электронасос центробежный герметичный НЦ Г 12,5/50
3;Рация PD715Ex с/н 18607А0218 +выносной микрофон
11;"ХОЛОДИЛЬНИК ""ЧИНАР 3"""
12;Кресло Victoria А черн.
1;Устройство для загрузки Р-165 Д
11;УЛЬТРАТЕРМОСТАТ УТУ -2П
1;Воронка Д-36А
7;Площадка для кран -балки
9;Колонна абсорбционная К-501 МАУ-3
3;Регулятор КР-530011.4-20мА поз.LIRC-2/1, Е-413
10;Эстакада материалопроводов факельной линии ТОО СМУ
5;Затвор клиновый горизонтальный КЗК-600 с ОФ
1;Подъемник S-606A
6;Прессующий агрегат 100660 №396
7;Токарный станок 1К62
11;КОНТЕЙНЕР ДЛЯ ТИБА ТЕХН.№ 512
11;ГЕНЕРАТОР Г4-158
3;Уравнемерная колонка
10;Центральный пункт управления
3;Комплект портативного терминала TETRA во взрывозащ
3;Дистилятор электрический (аквадистилятор) АДЭ-15,г
8;КАМЕРА С ВЫКЛЮЧАТЕЛЕМ ВНГ-113, РАЗЪЕДИНИТЕЛЕМ РВ-6
4;Кондиционер CMSX30-216
3;Термостат-циркулятор нагревающий MB-5
9;Модуль МПТХ 65-100-50
9;Бак обессоленной воды №2 с обвязкой о\у
12;Насос  Н-209/1 5ЦГ 50/80Л-18,5М-4Л
11;TPAHCФОРМАТОР ТП-3
4;ТРУБОПРОВОД ЛИНИИ ПАРА НА ЦЕХ 38 АБ
7;Станция мобильная кислородоазотодобывающая
9;Абгазная труба корпус 1242
9;Резервуар емк. 20000 м3 N 1 пр
9;Резервуар противопожарного запаса воды (титул 15-2
4;Телевизор LED LG 55LV340C
9;Корпус 1176 Насосная оборотного водоснабжения
7;Сооружение: Автопроезд участок 1
7;Клапан Masoneilan Camflex 35-35222 Ду50 Ру40 VI Cv
9;Парк хранения бензола (тит.8110)
5;Датчик Метран-100--ЕХ-ДИ-1150-02-МП1-Т10-
4;Мебельный набор для руководителя
1;"Кресло ""Престиж"""
4;Насос-дозатор НД100/10
11;ФРЕЗЕРНЫЙ СТАНОК
8;КАМЕРА ОТХОДЯЩЕЙ ЛИНИИ  КСО-23М.
11;ШКАФ ДВУХСТВОРЧАТЫЙ
3;Калибратор вибрации ТК3-2Е
4;Задвижка 30с41нж Ду250, Ру16
5;Преоб-ль измерительный Сапфир 22-Вх зав.N 043097
3;РАСХОД.DY050-EBLBD2-2D/MV/SCT/KS1/QR/Z
9;Парк хранения щелочных растворов (тит.8133 а)
4;БЛОК КЛЕМ SCHNEIDER ELECTRIC AB1 VV2( Шкаф коммут)
6;Печь камерная электрическая ПКЭ – 500. 1ВП
10;Здание бытовое
12;ШС-5) Шкаф силовой насосных станций обратной промы
10;РУ 10кВ.Трансформаторная подстанция 2ТП подсобно-в
9;Емкость азота Е-603/1
5;Аналитические весы XS204
3;Элемент выкатной ВЭ/TEL-10-20/630 зав.№ VK 010517
1;Насос 660/120
4;Манометр МПЧУ-1 (250736), Pix
9;Бак-аккумулятор
4;Шкаф для реактивов
2;Блок системный НP DX2300/3.4GHz/512MB/160GB/DVD+RW
9;Сепаратор С-102/2 16м3 /НОиО/
12;Твердомер GE Sensing MIC10 DL
10;ЭСТАКАДА ВНУТРИЦЕХОВАЯ К СЛИВНОЙ ПЛОЩАДКЕ
1;Тумба Р 6520, бук
12;Шкаф ШУ 5102 3В3В
10;Бачок с внутренним подогревателем В1-471.00.000.ВО
1;Подстанция КНТП 250/6
12;Автоматический выключатель АВ2М4СВ-55-41 УХЛ 115-0
8;Контейнер для мусора 3 шт
5;Теплообменник 800ХНГ-6-10М 1С/25-6-2   Т
10;Здание заводоуправления с подвалом 4-х этажное
9;Адсорбер для газа К-201/1/НОиО/
9;Фазный разделитель Р-501 МАУ-3
4;ЭСТАКАДА МАТ.ПРОВОДА
10;Нежилое помещение (объекта ГО в корпусе 1067)
5;Ловитель смолы 2-Ф-725В
9;КАНАЛИЗАЦИЯ ТЕЛЕФОННАЯ ОТ ЦЕХА 60 К 1 ДО КОЛОДЦА
10;ЭСТАКАДА ВНУТРИЦЕХОВАЯ С СЕВЕРНОЙ СТОРОНЫ Ц.27Д-I
7;Клапан Masoneilan Camflex 35-35212 Ду50 Ру40 VI Cv
7;ТОКАРНО-ВИНТОРЕЗНЫЙ СТАНОК
12;Генератор ГДП-102
4;ТРУБОПРОВОД ТЕПЛОСНАБЖЕНИЯ -ВОДА ПРЯМАЯ ОТ
8;КАМЕРА КСО-272
11;МОДУЛЬ ВЫХОДНОГО СИГНАЛА СS-50
10;Емкость V=10 м. куб. Е-57
9;Вертолетная площадка 635
5;Датчик EJA 118W- EMSD2EA-EA04-97DA
9;ЗДАНИЕ ЦЕНТР-ГО ПУЛЬТА УПРАВЛЕНИЯ ПР-ВА СКД-ДСТ
7;"Кран мостовой эл.однобалочный подвесной: Г/п 5тн;П"
7;Фильтр сетчатый Ф-381/12 В2-71.00.000
7;Установка обезжиривания резервуаров УОР-1М
12;Колонна К-404 Б
1;Источник бесперебойного питания ИБП-6000 VA
2;Коммутатор Cisco Catalyst 3750 24 10-100-1000Т+4SF
1;КОНВЕЙЕР ЛЕНТОЧНЫЙ ПРЯМОЙ
11;КОНТЕЙНЕР ДЛЯ ТИБА ТЕХН.№ 512
2;Компьютер: HP dc5700MT DualCore PE-2160,160GB,1GB,
11;МОСТ Р - 5026
1;Травокосилка бензиновая Н-235R
1;Хим . оборудование/аппарат 201-123-001/В-1
10;ЗРУ-1
7;Токарно-винторезный станок 1к62Д
8;КАМЕРА КСО -24 М
3;КОНДИЦИОНЕРDANTEXRK-09SDM2(СПЛИТ-СИСТЕМА
9;Маслостоки ГПП-2
7;Клапан Masoneilan Camflex 35-35122 VI Ду25 Ру40 Cv
8;Емкость отстоя конденсата Е-7/2
3;РАСХОД.RCCS38-M08D4SL/KS1/BG/QR1
8;CKBAЖИHA 35
7;Трансформатор DTTH-400/6,3/0,4 Dyn5 с защитным кож
9;к-с 1219-факельная установка
12;Насос антистатика  2-Н-304
8;Пароувлажнитель Polar Bear eSTEAM 24T поз.П2
1;Гранулятор Р-952
7;Датчик уровня ЦДУ-01/12423-031 Ду100 Ру40 450 мм,
9;Щит распределительный НКУ Freecom CT-380/100 (7430
6;Устройство цифровое возбудительное ВТЦ-СО-Щ 204001
5;Кран ф 100 Ру 25 544.460.018
9;Корпус 1213/6 резервуар промывной воды
5;Щит пд 34 к-с 1294
4;Насос НФ2 80/315,290-18,5/4-200-Ех
2;Источник бесперебойного питания напольный 2000ВА
3;УР-МЕР VEGAFLEX61.CXAGB1HKMXX L=6080
3;УРОВНЕМЕР VEGAFLEX61.CXCLE3HAMXX L
10;ЗДАНИЕ ГЛАВНОЙ ПРОХОДНОЙ
7;Котельная
9;Корпус 1211-ГРП
4;"Насос ""Викинг"" №432 А"
4;Шкаф напольный 42U,600х800, В=2033мм к.1550 АСУ
7;Клапан Masoneilan Camflex 35-35222 Ду50 Ру40 VI Cv
7;Фильтры
9;Устройство распределительное РУ 50-150
4;Насос - дозатор НД 2,5 1000/20 П-14
3;ИБП APC Smart-UPS 1500 SMX1500RMI2UNC
12;Корпус 445 Факельное хозяйство
12;Емкость Е-803
5;Затвор щитовой ручной ЭЩ-Р(300х600)
11;НАСОС ТЕХН. № 23/1
3;Рация PD795Ex с/н 18622С0012 + выносной микрофон
2;Колонна К-18
2;Ноутбук Lenovo ThinkPad (20K5S0TA00)/CPU Intel Cor
12;Многофункциональный аппарат XEROX WorkCentre M118
3;Принтер HP LaserJet 2420 сер.№ CNFKF46270
12;Вентилятор ВЦ4-75 №2,5 с эл.д.№ 0,37
4;Емкость вертикальная, V-505
2;Насос КМ 80-50-200-С У3.1 эл/дв
12;Насос АХ -160/49-Н-СД Н-58/1
12;Шкаф сушильный для спецодежды и обуви DION PRO
9;Эстакада
11;СТОЛ ХИМИЧЕСКИЙ ЛАБОРАТОРНЫЙ
1;Насос БЭН 287 Н-38
10;Вертолетная площадка 256 км.
10;Здание 1116 Пост охраны № 4 (3-4 квартал)
1;Воздухосборник поз.15/2 к.1055
6;Факельный ствол (титул 03-1)
11;НАСОС Ц/Б
3;Агрегат компрессорный хлорный жидкостно-кольцевой
3;Процессор Inwin Miditower ATX for P-4
4;НАСОС ВВН -12 М С ЭЛ. ДВИГАТ. АО-2-81-6
12;Шкаф управления ШУ-10 корп.№ 347
12;Преобразователь изб.давления600kP
10;Емкость Е-112а
9;Ливневые амбары
3;УРОВНЕМЕР VEGAPULS 61 PS61.XXBAEHKMAX
5;Стационарная радиостанция MTM800 Enhanced с блоком
1;Конденсатор 1400КНГ-6-25-М1-0/25-6-2 гр.
5;Сенсор CMF 025-М-301-N-R-H-Z-E-ZZ-Z
3;ПРЕОБРАЗОВ.EJA430A-EAS4A-29DC/KS2/QR
6;СТАНОК ЭФКО ФЛМ-1000
8;Сейф АА-0001915
12;Задвижки ЭЯ 1т 300х16
4;"Прибор ""Сапфир"" 22 МТ2120"
7;ТУРБОСУШКА ОСАДКА 900 VOMM IMPLANTE
3;ЩАУС-20/400
6;Секция низкотемпературного газоразделения
3;КОНДИЦИОНЕР DANTEX RK-07SDM2(СПЛИТ-СИСТ.
1;Насос НД 2.5 1000/16К зав.N 8192
7;Преобразователь Endress+Hauser поз.PT15
2;Емкость E-133
4;Кресло MAXUS A кожа
5;Система синхронизации компрессоров 2-го каскада
9;Отделение коммерческих узлов учета газа Техничес
4;Вол-оптич.линия связи,участк к.420-435
4;Аппарат телефонный взрывобез.EXRESISTTEL
1;Мостовой кран электрический 37 г/п 10т
6;КОЛОННА №2 / 3
8;Узел термостатирования реакторов (к.101)
7;Подстанция КТПН-250/6
12;Емкость v=50м3 Е-712Б
8;Шкаф безопасности UTS ST
2;Шкаф ШСАУс К1-Ф-В22,0-К2 (1116355д)
9;Корпус 1160,1161 Приемные камеры
1;Шкаф №1020240
2;Принтер HP LaserJet P2015n сер.№ CNBW6CG3GZ
10;КОРПУС 1247
3;Весы аналитические HR-300
10;Корпус 1035 Здание поликлиники
9;Устройство распределительное РУ 50-150
6;Контейнер 20 тн
8;Перевод стрелочный №9 к пути №2 п/м 62
6;Шкаф учета НКУ Freecon СТ-380/5 (ШУ4) черт. 345210
11;Насос Н-101Б
8;Блок пост 616
12;Автомат АВ2М10НВ-53-41
5;Насос ЦГ 25/80 Н-127
12;Прибор Сапфир 22Дг
5;Преобразователь рН-4121Н промышленный
6;Реактор бетонный РБ-10-1600-014
12;МТ100Р-14128-02-0,5-600кПа-42-У(-50+80оС
8;Стрелочный первод №13 - основная площадка
5;Расходомер ЭМИС-МАСС 260-Ex-050 228309 поз.FT40323
10;Адсорбер К-110/1
7;Станок зубофрезерный 53А80Н 321 №20
2;"Дисплей 55"" Philips BDL5571V (BDL5571VL/00)"
6;"Устройство комплектное распределительное СЭЩ -70 """
10;Адсорбер К-109 1
11;НАСОС С ЭЛ. ДВИГАТЕЛЕМ 24 НДС
8;Путь железнодорожный  №30 к цеху ДК-8 со стрелоч.
8;КАМЕРА ОТХОДЯЩЕЙ ЛИНИИ
5;Прибор Сапфир 22ПМ
11;НАСОС 2АЦС 3Х4 С ЭЛ. ДВИГ. ВАО-41-2 тех №157/I
5;Клапан регулирующий клеточный 15 0.4 РК
8;Административно-бытовое здание РСУ
8;Ограждение ГПП-2 к.64
3;ячейки комплексного распределительного устройства-
4;Клапан КМР 301нж 25 4 Р НО У (поз.136/П-6)
1;Рукавный фильтр PF-112
5;Благоустройство к.405
2;Накопитель сетевой в комплекте Synology (Rack 2U)
11;РН-метр лабораторный ЛПУ-01
7;Жилое помещение-квартира № 16 в доме № ВЧП-26, мик
8;CKBAЖИHA 32
2;КОММУТАТОР CATALYST 2960 24 10/100 + 2T/
4;Устройство управления УУ-1
3;ПРЕОБ.EJA530A-EBS7N-09DF/KS2/D4/N4/QR
9;Вертолетная площадка 704
8;ТРАНСФОРМАТОР ТСМА 60 / 6
4;Насос БЭН-337
2;Принтер HP LaserJet 9050dn p/n Q3723A (А4, 1200х12
4;ЗАДВИЖКА 30С41НЖ ДУ250 РУ16 С ОФ
1;Пылеулавливающий агрегатПума 1500
4;Манометр МП4у_2.5 (251092), кип
8;Камера распределения перед флотаторами к.563/5
4;Дозировочная станция 1-Х-465
11;НАСОС 2,5ЦС-5 с эл/двигателем КО-11-2Щ2, тех.№9-3
6;ВЫКЛ. ВАК. BB/TEL-10-20/1000 У2-047
4;"Стул ""Серна"""
8;Стеллаж паллетный спаренный
3;ВОРОТА РУЛОННЫЕ 5500Х300
9;Сырьевой парк бензина
4;насос НЦГ 3/110-К-7,5
4;Стол рабочий
10;Пождепо
12;Гардероб  U4116
8;Склад
4;ТРУБОПРОВОД
2;Станция приготовления и дозирования коагулянта чер
10;Расширение к автодороге к ВПЧ-9
3;Резервуар шаровый (Е-120/1-4) к.1071
2;Маршрутизатор Cisco 4321 ISR4321/K9 156590
9;корпус 1208 станция компремирования газов
9;Вертолетная площадка 554 км.
5;"Виброанализатор ""Топаз"""
5;Б-225.Испоритель пропана
1;Тумба Р6520, бук
1;Циклон Д-31В
7;Головка измерительная Drager Polytron 5310 в компл
1;Шкаф пожарный ШПК-310 НЗК
6;Железнодорожный путь № 11 (объездной путь)
2;Монитор NEC 2090 UX S/W
7;Трансформаторная подстанция КТПН 554
6;Ребойлер деменетанизатора Т-221
6;Питательный насос 3.2 МР 01. НМ 80D 13
10;Здание  у проходной №2
8;Подстанция №22
12;Емкость ДН2046 ту5-1200-1,8 е2 К 659 а
1;Стеллаж 4-х секционный
2;Сервер Lenovo ThinkSystem 7X02A052EA
2;Блок системный DELL Т3500 к.435 ЦПУ
3;Радиостанция Motorola DP4401Ex (MDH56QCC9LA3_N)
8;Блок-бокс электронного оборудования 820
2;АРМ Блок Lenovo ThinkCentre M710q (514615)
9;Наружные сети канализации
5;Датчик EJA 210A- EMSD2E4A-97DN/KF2
12;"Овощерезка ""Гамма"" с насадкой"
11;ЕМКОСТЬ V= 200 КУБ.М
11;ГОРИЗОНТ.-РАСТОЧНОЙ СТАНОК
4;Пароувлажнитель HyLine HY 90-C
6;Холодильник  ТЕХН.№100-2
8;АВО 300.3 АЕ-1/2 АВГ БМ-20-10,0-Б1/6-2-12 УХЛ1 с с
12;Резервуар  63  куб,мзак,20400 Е6 к.652
12;Фильтр-сепаратор ФС-150
5;аппарат с мешалкой 10 м.куб. нж 1003-10-0.6
6;Контейнер МХИ
12;Реле РУ-305
1;Аппарат воздушного охлажд.Т-501 АВГ-25
3;Уровнемер PS62.CXEGD2H8MAX/PS68ANTAB
1;Устройство натяжное SPX SRT 5 (SRTAS050001)
11;НАСОС ТЕХНОЛ.№ 92/2
3;Клапан Masoneilan Camflex 35 поз.HSA1-29/703
7;Азотно-воздушная станция с ресиверами
6;Теплообменник Chart Energy & Chemicals УС2/Т-1. Бл
7;Станок для испытания кругов СИП-800 134
1;Насос Д-4000/95
11;Станок притирочный SM-750
4;Насос Р-3262 В, Р-3262 В
5;Вентиляционная система В-3
5;Автобус МАРЗ-52661 М 736 ХА (КПП701716177)
12;Оборуд.КИП-анализатор кислорода ZMT
1;Конденсатор 1400 ЭККГ-6-6м 10/25-6-4 №91-0213 Т-21
11;КОНТЕЙНЕР ДЛЯ ТИБА
7;Жилое помещение-квартира № 17 в доме № ВЧП-26, мик
7;Склад цеха переработки газа
10;Здание к.7
1;Телефонный аппарат Meridian M3904
1;"Холодильник ""Бирюса 18"" зав.№ 0531686"
7;Сети ВИК (вид сетей К-2, К-1, К-7, К-13)
3;Системный блок Celeron D 330J 2.66 ГГц сер.№199953
12;Аппарат дыхательный MSA AUER AirXpress Fire-Z (101
4;Спектрофотометр Konica Minolta CM-5
1;Шкаф №1020230
4;БЛОК КОНДЕНСАТООТВОДА 25FL
8;Стрелочный первод №115 на территории цеха Д-1
1;Рукавный фильтр PF-106
12;Датчик давл. EJA110A-DLS4A-67DC/KF2
1;Шнековый дозатор Т-103
2;ИБП APC SMART-UPS 750VA USB RM 2U 230V
1;Задвижки на насосные станции
10;ЗДАНИЕ ПРОИЗВОДСТВЕННОЙ ЧАСТИ Ц.66А
6;Контейнер Д1 V = 100 л
7;Уровнемер волноводный радарный Emerson Rosemount (
8;Сейф Topaz BST-670 к.1001 каб.903
12;Вольтметр Щ304
7;Колонна разделения Т-301, Т-301
4;насос 2 ВГ 63/16-80/10 3 В 225 Мч 0.55 кВт
10;Корпус № 425
6;Фильтр-пресс для мех очистки
2;Коммутатор Cisco Catalyst 2960 24
3;ВИБРОДАТЧИК БЕСКОНТАКТ.INA-083/3/70/050
3;Сплит система Mitsubishi Electric PLA , наружний,
6;Склад ЛВЖ
12;Датчик УДФ-01/МИ
3;Насос Sulzer AHLSTAR A33-100-O 159316
3;РАДИОСТАНЦИЯ MOTOROLLA ИНВ.№ Ю9989
4;Установка очист дожд вод (Щит ШУВ-1)
7;Котельная
1;Сейф №2295
7;Клапан Masoneilan Camflex 35-35112 Ду200 Ру40 IV C
2;Рессевера воздуха
5;АГРЕГАТ ФИЛЬТРОВЕНТИЛЯЦИОННЫЙ ФВУ-02 ТУ 4860-001-2
2;Ноутбук Lenovo X280 20KES4WS00
12;Станок настольно-сверлильный
10;Бачок с внутренним подогревателем В1-471.00.000.КБ
2;Блок автоматики (УДС)
3;"Лодка ""Казанка 5М 4, г. № РТД 04-69"
2;Станция обслуживания оператора по наливу в ЦПУ
6;Автомобильные весы ВС-60АД
11;КОНЦЕНТРАТОМЕР АКК-201
3;УРОВН. VEGAFLEX61.CXСGB2HKMXX L=3250
6;"Башня связи- 60 м. КУ № 17 продуктопровода ""ЮБГНС-"
10;Кабельная эстакада от ТП-39 до к.362/1
8;ШКАФ СИЛОВОЙ  № 20 СОСТОЯЩИЙ ИЗ 15 ПАНЕЛЕЙ
10;Корпус 411 Административно-бытовой корпус с лаб.
2;Агрегат электронасосный герметичный с магнитной му
4;"Стол письменный с тумб. ""Кадет"" 140х64 к 1550"
6;Теплообменник. Блок НТКР. УПГ-2
7;СЕТИ СВЯЗИ И СИГНАЛИЗАЦИИ
4;Кондиционер с электродвигателем N=0,55 кВт,к-т авт
4;Столик подъемный ПЭ-2420 со штативом 1.75.10.0120
10;ЗДАНИЕ НАСОСНОГО отделения цеха очистки растворит.
1;Станок сверлильный ST16J
5;Гидрозатвор поз.95/2 зав.№ 1424
8;Блок-бокс электронного оборудования 820
4;Набивной стеллаж, блок №6
11;ТЕРМОМЕТР ТПК-2
12;Насос Н-112-А
10;Насосная станция второго подьема (Сооружение проти
7;Станок строгальный 7М37
8;Железнодорожные пути №19
3;Насос GSA 3x1.5x6H DA4 (PP-141B)
1;Гайковерт аккумуляторный Bosch GDS 24 V
8;АВО 300.3 АЕ-1/4 АВГ БМ-20-10,0-Б1/6-2-12 УХЛ1с си
3;ПРЕОБ.ROTAMASS RCCS36-M05D4SL/BG/QR1
2;Насос гидравлический НГМ-24
12;Стол лабораторный С13Н
5;кран 11 нж 603 п - 16 - 25 - 25 - 2 - Б
12;Телевизор LED Samsung LH48DBDPLGA/ZA (сер.ном.0AUG
5;Датчик Метран-100-ДИ-1150-02МПЗ-Т10-0.25-1.0МПа
10;Технологическая эстакада привязка к к.573
6;Метран-100-ВН-ДИВ-1310-02-МП1-Т-10-050-0,315КПа
5;ГИДРОЗАТВОР АПП-Т № 122Б ИЗ НЕРЖ.СТАЛИ
5;Электропривод ВА 2-05 К
2;Вентилятор ВР80-75 №6,3 с дв.2,2 квт 950об/мин
1;Аналоговый прибор А-542-073 зав.№ 56473
1;Арматура для КИП
7;Клапан Masoneilan Camflex 35-35222 Ду80 Ру40 A Cv1
9;"Фильтр ""Криброл/МК-14"
1;Компрессор 1/2 с102.103в
6;Шкаф НКУ Freecon СТ-380/6 (КНКУ1) черт. 345239-00-
2;"Монитор Dell TFT 20"" 2009W"
1;Холодильник Стинол 103М
1;Шкаф д/документов Р 7240, бук
11;ШКАФ ДЛЯ ОДЕЖДЫ ИНВ №99837
12;Шкаф управления секционным выключателем 2-ШК8 (600
8;Узел фильтрации оборотной воды систем №4
2;СИГНАЛИЗАТОР VEGASWING63.CAUJVXMN L
2;Ноутбук Lenovo ThinkPad X280 20KES4WS00)+Dock 90W
5;преобразователь ЭП 2211
8;Шкаф для инструмента чер. 93.764.00.00 СБ
12;Насос 1.5хг-3к  Н-508А
4;Щит станция компрессорн.воздуха
1;Насос БЭН-364 Н-20/2
2;Аппарат Е-383
12;Дыхательный аппарат шланговый ШДА (маска ППМ-88, б
7;ПЛОЩАДКА вокруг наружной установки ц25 с поъездами
10;Емкость Е-11 V-100м3
12;Насос 1-Н-701 А промывочной воды
8;Хранилище для газовых баллонов ХГБ-02 (2100х2100х1
3;Радиостанция Motorola DP4401 EX
7;Фильтры ФС-80-401 ТГ
6;КАМЕРА № 3.4.9
7;Емкость для метанола У-100 м куб
9;Станция насосная с приемн камерами сточных вод к.5
10;Генератор инертного газа 1 потока
7;Ремонтно-эксплуатационный блок технологический
1;Шкаф 2-дверный низкий
11;НАСОС ГЕРМЕТИЧЕСКИЙ ЦГ-12,5 /20
4;Стенд информационный
3;Газоанализатор АНКАТ-7664Микро-21 295910
3;Рация PD715Ex с/н 18607А0196 +выносной микрофон
3;Рация PD715Ex с/н 18607А0164 + выносной микрофон
7;Дрезина ДГКУ-3790
11;Насос центробежный №315 АХ 45/54 с эл.двигателем.
2;ЩСУ к.1099
10;Здание 463 Дизель-генератор
6;ТЕПЛООБМЕННИК 273ТНВ F=8КВ.М.
10;Т-810 Внутрицеховые эстакады
9;Телефонная канализация
4;КЛАПАН РУСТ 510-1 У A ДУ15 РУ16 СТ.25Л
11;ПРИНАДЛЕЖНОСТЬ LAB 1010
4;Телевизор LED LG 55LB675V Full HD
9;корпус 1244-холодильная станция
8;Шкаф для инструмента
1;"Холодильник бытовой ""Свияга"" 404 каб.нач.пр-ва"
5;Система видеонаблюдения в корп.315
7;Емкость разгазирования воды Е-102 20м3
3;НАСОС ДОЗИРОВОЧНЫЙ PULSAR 25H
9;Вертолетная площадка 754
7;ВВОД №23 Ц.25 ШС.-79 КАБЕЛЬ
7;Клапан Masoneilan 88-21714 Ду25 Ру40 IV Cv8 НЗ WCC
3;ячейки комплексного распределительного устройства-
4;Процеживатель ПР-150 (605)
11;ПРИБОР ФЦ 502-0070-180-150П
12;Преобразователь МТ100Р 11033-11-У2
3;Насос ХПВ корп. 255/1,2 (ПСВ)
2;Оборудование КИПиА корпуса 1158 пом.РУ-141
1;Шкаф пожарный ШПК-310 НЗК
11;ПОПЕРЕЧНО-СТРОЧ. СТАНОК
5;Клапан Flowserve Valtek FlowTop V726 DN150 PN40 1.
10;Здание управления и КПП
2;Коммутатор Catalyst 2960 + модуль GLC-LH-SM
4;КОМПЬЮТЕР COMPAG 500B С МОНИТОРОМ
3;Комплект портативного терминала TETRA во взрывозащ
5;Задвижка 30с915нж (ГА 12013-150) A Ду150 Ру40 У1 с
1;Шестеренчатый насос Ш8-25
7;Реактор поз. MR-201B
4;Счетчик типа EAO5RL-B4
12;Запально-сигнальное устройство ЗСУ-ПИ-45-01
5;ячейка К-ХХVI с выключателем ВБЭМ-10-20/1000
1;Трансформатор сварочный зав.N 1479
7;Клапан Masoneilan Camflex 35-35112 Ду50 Ру40 IV Cv
7;Механический ф-тр № 4 с обвязкой п.к. II
12;Ограничитель перенапряжения ОПН-У-110/56-6
7;Производственный трубопровод кв.3.4
10;Здание производственно-лабораторного корпуса, вход
6;Комплектно-распределительное устройство - 10 кВ
2;Ротаметр DN500RAMC05-D4SS-57S1-T90NNN
3;ШКАФ Д / О МЕТАЛЛИЧЕСКИЙ
5;Преобразователь ACS310 18.5KW 380B ACS310-03E-41A8
2;Станция рабочая HP Compaq
8;Шкаф для инструмента чер.93.764.00.00СБ
6;Учебно-тренировочная зона
8;Скважина № 31
1;Роликовый конвейер Т-957
10;Емкость Е-53 N661
4;ПРИБОР ДИСК 1211
2;Сервер HP DL380G5 (458561-421)
12;Фильтр ФС-150-40
11;НАСОС 5НКЭ-9Х1 С ЭЛ. ДВИГАТЕЛЕМ тех№ 9-2
4;Насос загр.к-та КСВ 125\140 поз.ХВКО-7-41
9;Здание корпуса 47/5
3;Перемешивающее устройство ПЭ-8900
6;Электродвигатель асинхронный АСВО 15-23-34МУ1
8;Блок-бокс электронного оборудования 626
8;Ограждение ГПП-2 к.64
7;Клапан Masoneilan Camflex 35-35222 Ду50 Ру40 VI Cv
9;ЗДАНИЕ БЛОКА ПРОИЗВОДСТ.И ВСПОМОГ.
10;Здание - Центральное помещение управления №2
9;Шкаф пожарный с пожарными кранами к.106
4;НАСОС КС 12-50 УХЛ4 5,5КВТ3000 ОБ/МИН
12;Емкость Е-124
3;"Монитор 19"" Samsung 920T SUSQ сер.№ 401182"
2;FR303 Расходомер вихревой OPTISWIRL
12;Земельный участок пл. 149 652 кв.м
12;Шкаф управления ТАКТ-ШУНЧ 1.3.04.7,5.IP54 ТУ 3435-
2;"Дисплей 55"" Philips BDL5571V (BDL5571VL/00)"
10;Здание 1080/1-3
5;Насос А 2 2ВГ 26/16-20/10
10;Здание пилорамного цеха, 159 м кв
7;Трансформаторная подстанция КТПН-10/0,4 кВ -2,8 кв
12;Автоматический выключатель АВ2М4СВ-55-41 УХЛ 115-0
8;Шкаф освещения на подстанции №10
1;Шкаф для документов №1020271 (инструмент)
5;Вентилятор ВКР № 6.3-2.2/1000
4;БЛОК КОНДЕНСАТООТВОДА 25FL
3;Комплект портативного терминала МТР850Ех НИУС.4292
3;Велоэргометр KETTLER Ergo C10 (7689-880)
11;Насос ц/б 5ПХ-6К тех.№421/1
10;АВТОДОРОГА центрального проезда от 1 проходной
2;Система контроля загазованности в корпусе 108
9;Бункер 2560
9;Рессивер инертного газа
4;Стол хроматографический
